runtime,in01,in02,in03,in04,in05,in06,in07,in08,in09,in10,in11,in12,in13,in14
636,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
735,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,1000,2000
873,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,70,0,0
740,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,30,30
781,0,2000,750,0.01,-360,-330,-360,-330,50,80,60,80,30,-30
585,0,2000,1000,0.01,-360,-330,-360,-330,50,80,60,80,0,0
590,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
625,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,90,30,20
672,0,2000,1100,0.01,-366,-330,-340,-330,50,80,60,80,13,-2
751,0,2000,1100,0.01,-360,-300,-308,-300,-312,80,70,80,0,-20
717,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
714,0,2000,1300,0.01,-360,-330,-360,-330,50,80,60,80,30,20
779,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,80,30,-20
710,0,2000,1250,0.01,-400,-340,-400,-340,40,90,40,100,263.05,263.05
789,0,2000,1250,0.01,-354,-330,-350,-330,60,80,50,70,20,-10
689,0,2000,1200,0.01,-360,-330,-354,-330,50,80,60,80,-10,10
645,0,2000,1250,0.01,-354,-330,-360,-330,50,70,50,80,-30,-20
669,0,2000,1250,0.01,-374,-350,-360,-330,50,70,50,80,33,10
590,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
592,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,30,-30
713,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,100,200
533,300,2000,1100,0.01,-360,-330,-360,-330,50,80,60,80,15,0
607,0,2000,1250,0.01,-366,-330,-360,-330,50,80,60,90,10,10
921,0,2000,1800,0.01,-400,-424,-360,-390,70,90,60,90,30,-50
698,0,2000,1250,0.01,-366,-330,-360,-330,50,80,50,80,23,23
711,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,20,-60
662,0,2000,1750,0.01,-360,-330,-360,-330,50,80,60,80,0,0
695,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
609,0,2000,1250,0.01,-360,-324,-360,-330,50,80,40,70,50,0
647,0,2000,1400,0.01,-360,-330,-360,-330,50,80,60,80,0,0
644,0,2000,1250,0.01,-360,-330,-360,-330,50,50.025,60,60.03,30,-20
663,0,2000,274,0.01,-360,-330,-360,-330,50,80,50,70,0,0
702,0,2000,1250,0.01,-400,-340,-400,-340,40,90,40,100,50,100
797,0,2000,1250,0.01,-360,-330,-360,-330,55,80,50,80,30,-20
769,0,2000,500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
611,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
663,0,2000,1250,0.01,-336,-300,-320,-300,50,80,60,80,30,10
582,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30000,20000
606,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
639,0,2000,1250,0.01,-400,-376,-380,-340,60,80,40,80,50,30
587,0,2000,1300,0.01,-360,-330,-360,-330,50,80,60,80,0,0
775,0,2000,1750,0.01,-360,-330,-360,-330,50,80,60,80,0,0
801,0,2000,500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
721,0,2000,1100,0.01,-360,-330,-360,-330,50,80,60,80,30,20
665,0,2000,800,0.01,-360,-330,-360,-330,55,80,60,80,40,-10
622,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
646,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
747,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,15,-2
640,0,2000,1100,0.01,-366,-330,-340,-330,50,80,60,80,7,-2
744,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
746,0,2000,1200,0.01,-360,-330,-354,-330,50,80,60,80,20,-20
715,0,2000,1200,0.01,-360,-330,-360,-330,50,80,60,80,10,10
617,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,-20
626,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
685,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,10,10
652,0,2000,800,0.01,-360,-324,-360,-340,50,80,50,70,0,-29.856
603,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
579,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
103,1500,1700,1600,0.01,-360,-330,-360,-330,50,80,60,80,0,0
634,0,2000,1250,0.01,-360,-330,-360,-330,50,80,80,100,0,0
834,0,2000,1250,0.01,-400,-376,-380,-340,60,80,40,80,20,20
726,0,2000,900,0.01,12,10,13,12,10,7.23,13,10,0,0
638,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
687,0,2000,1100,0.01,-366,-330,-340,-330,50,80,60,80,10,-2
601,0,2000,1285,0.01,-360,-330,-360,-330,50,80,60,80,0,0
596,0,2000,1100,0.01,-300,-270,-360,-330,55,80,50,80,10,3
736,0,2000,1250,0.01,-366,-330,-360,-330,50,80,50,80,18,18
648,0,2000,1250,0.01,-360,-348,-360,-352,50,60,50,58,15,0
607,0,2000,1200,0.01,-360,-330,-360,-330,50,80,50,70,0,0
662,0,2000,1600,0.01,-360,-330,-360,-330,50,80,60,80,0,0
602,0,2000,900,0.01,-260,-235,-600,-595,60,78,27,30,20,0
588,0,2000,1100,0.01,-360,-330,-360,-330,50,75,50,80,20,0
582,0,2000,1100,0.01,-360,-330,-360,-330,50,80,60,80,0,0
615,0,2000,1250,0.01,-360,-324,-360,-330,50,80,40,70,30,-20
743,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,20,0
738,0,2000,1500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
581,0,2000,1100,0.01,-300,-270,-360,-330,55,80,50,80,30,20
655,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,15,0
665,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,40
743,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
613,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,-20
621,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,10,0
667,0,2000,780,0.01,-360,-330,-360,-330,50,80,60,80,30,-20
724,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
612,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
612,0,2000,1250,0.01,-360,-330,-360,-330,100,150,50,70,0,0
700,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,20,0
674,0,2000,1000,0.01,-360,-330,-360,-330,50,80,50,70,30,30
656,0,2000,800,0.01,-360,-330,-360,-330,50,80,60,80,0,0
642,0,2000,1250,0.01,-366,-330,-360,-330,50,80,60,90,25,20
578,0,2000,1250,0.01,-360,-330,-360,-330,80.04,80,80.04,80,0,0
735,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,1,1
726,0,2000,1800,0.01,-400,-424,-360,-390,70,90,60,90,-30,-20
727,0,2000,1250,0.01,-366,-330,-350,-330,50,80,50,70,50,20
708,0,2000,1250,0.01,-12,-10,-12,-10,10,10,10,10,15,0
594,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
649,0,2000,1000,0.01,-360,-330,-360,-330,50,80,50,70,30,0
602,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
607,0,2000,1500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
650,0,2000,1000,0.01,-366,-330,-350,-330,50,80,60,80,21,21
696,0,2000,1500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
615,0,1950,1000,0.01,-200,-100,-200,-100,50,80,50,70,0,0
662,0,2000,1100,0.01,-300,-270,-360,-330,40,65,50,80,10,-10
259,300,1000,400,0.01,-360,-330,-360,-330,50,80,50,70,0,0
727,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,20,-10
723,0,2000,1100,0.01,-360,-330,-360,-330,50,80,60,80,0,0
612,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,-30,-20
665,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
857,0,2000,1800,0.01,-400,-424,-360,-390,70,90,60,90,30,-10
483,300,2000,298,0.01,-260,-235,-600,-595,60,78,27,30,20,0
585,0,2000,300,0.01,-264.7017,-235,-600,-595,-103.9188333,78,27,30,20,0
754,0,2000,1250,0.01,-384,-360,-360,-330,70,90,50,80,20,30
716,0,2000,1250,0.01,-400,-340,-400,-340,40,90,40,100,20,22
635,0,2000,1000,0.01,-360,-330,-360,-330,50,80,50,70,0,0
771,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,30,20
700,0,2000,1800,0.01,-360,-330,-360,-330,50,80,60,80,0,0
596,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
599,0,2000,1250,0.01,-360,360,-360,360,50,80,50,70,0,0
743,0,2000,1250,0.01,-360,-330,-360,-330,55,80,50,80,15,10
696,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,30,-30
605,0,2000,1250,0.01,-354,-330,-350,-330,60,80,50,70,30,-10
777,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,40,-30
648,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,15
612,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,15,0
789,0,2000,1250,0.01,-366,-330,-360,-330,50,80,50,80,0,10
805,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,-360,-330
696,0,2000,1250,0.01,-374,-350,-360,-330,50,70,50,80,15,10
662,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
601,0,2000,900,0.01,-360,-330,-360,-330,55,80,60,80,15,0
625,0,2000,1100,0.01,-366,-330,-340,-330,50,80,60,80,1,-2
673,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,1,0
733,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
644,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,20
714,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,20,-20
626,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
147,800,1200,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
648,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,0,-10
643,0,2000,1250,0.01,-374,-350,-360,-330,50,70,50,80,34,10
722,0,2000,2000,0.01,-360,-330,-360,-330,50,80,60,80,0,0
585,0,2000,600,0.01,-360,-330,-360,-330,50,80,60,80,0,0
539,300,2000,1200,0.01,-360,-330,-360,-330,50,80,60,80,15,0
683,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,100,-80
649,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,25,0
716,0,2000,1250,0.01,-366,-330,-340,-330,50,80,60,80,0,0
659,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
632,0,2000,1250,0.01,-374,-350,-360,-330,50,70,50,80,20,25
702,0,2000,300,0.01,-360,-330,-360,-330,50,80,60,80,0,0
658,0,2000,1800,0.01,-360,-330,-360,-330,50,80,60,80,0,0
641,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
616,0,2000,1800,0.01,-360,-330,-360,-330,50,80,60,80,0,0
629,0,2000,1250,0.01,-400,-340,-400,-340,40,90,40,100,25,40
649,0,2000,1800,0.01,-360,-330,-360,-330,50,80,60,80,0,0
753,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,10,0
612,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
602,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,-10,0
600,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
585,0,2000,1250,0.01,-360,-330,-360,-330,50,80,55,80,20,-20
5,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
632,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,20,20
789,0,2000,1250,0.01,-360,-330,-360,-330,55,80,50,80,30,-20
656,0,2000,600,0.01,-360,-330,-360,-330,50,80,60,80,0,0
632,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
618,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,50
610,0,2000,1250,0.01,-360,-324,-360,-330,50,80,40,70,20,-20
612,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,20,0
603,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
619,0,2000,1250,0.01,-336,-300,-320,-300,50,80,60,80,30,20
830,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,70,30,20
582,0,2000,1000,0.01,-366,-330,-350,-330,50,80,60,80,20,20
698,0,2000,1250,0.01,-366,-330,-360,-330,50,80,50,80,17,17
614,0,2000,800,0.01,-360,-330,-360,-330,50,80,60,80,0,0
604,0,2000,1400,0.01,-360,-330,-360,-330,50,80,60,80,0,0
659,0,2000,1400,0.01,-360,-330,-360,-330,50,80,60,80,0,0
796,0,2000,1500,0.01,-360,-330,-360,-330,50,80,50,70,0,0
598,0,2000,1100,0.01,-360,-330,-360,-330,50,80,50,70,0,0
776,0,2000,1250,0.01,-400,-340,-400,-340,40,90,40,100,40,-20
790,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
614,0,2000,750,0.01,-360,-330,-360,-330,50,80,60,80,0,0
592,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
746,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,40,10
427,200,1500,1000,0.01,-360,-330,-360,-330,50,80,60,80,30000,20000
620,0,2000,1100,0.01,-366,-330,-340,-330,50,80,60,80,4,-2
658,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,-30,20
409,300,1600,1000,0.01,-360,-330,-360,-330,50,80,60,80,0,-5
596,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,-1,-1
737,0,2000,1400,0.01,-360,-330,-360,-330,50,80,60,80,30,20
742,0,2000,1250,0.01,-384,-360,-360,-330,70,90,50,80,30,20
783,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
631,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,50,80
760,0,2000,900,0.01,-360,-330,-360,-330,54,80,50,80,25,-25
686,0,2000,1000,0.01,-360,-330,-360,-330,50,80,60,80,0,0
755,0,2000,300,0.01,-360,-330,-360,-330,50,80,60,80,0,0
821,0,2000,750,0.01,-360,-330,-360,-330,50,80,60,80,-15,0
591,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
821,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,60,20
596,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,10000,10000
605,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
617,0,2000,1700,0.01,-360,-330,-360,-330,50,80,60,80,0,0
696,0,2000,1250,0.01,-384,-360,-360,-330,70,90,50,80,-30,20
547,300,2000,1000,0.01,-360,-330,-360,-330,50,80,60,80,15,0
700,0,2000,1250,0.01,-360,-300,-308,-300,-312,80,-312,80,-10,-10
657,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,0
648,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,10,-15
719,0,2000,1250,0.01,-366,-330,-360,-330,50,80,50,80,19,19
605,0,2000,1000,0.01,-366,-330,-360,-340,50,80,60,80,19,19
815,0,2000,1250,0.01,-360,-330,-360,-330,55,80,50,80,3,-2
627,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,30,15
652,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,40,-10
582,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
630,0,2000,1200,0.01,-360,-330,-360,-330,50,80,60,80,0,0
641,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
748,0,2000,1000,0.01,-360,-330,-360,-330,60,80,50,80,20,-20
666,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,70,20
793,0,2000,1250,0.01,-400,-340,-400,-340,40,90,40,100,15,5
693,0,2000,1200,0.01,-360,-330,-354,-330,50,80,60,80,20,10
663,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,40,-40
634,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
605,0,2000,1250,0.01,-360,-330,-360,-330,100,125,50,80,0,0
641,0,2000,750,0.01,-360,-330,-360,-330,50,80,50,70,0,0
602,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
677,0,2000,1250,0.01,-360,-330,-360,-330,60,85,50,80,42000,10000
4,100,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
605,0,2000,600,0.01,-360,-324,-360,-340,50,80,60,80,70,20
598,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
616,0,2000,1100,0.01,-366,-330,-340,-330,50,80,60,80,-2,-2
697,0,2000,1250,0.01,-500,-450,-530,-450,50,80,40,80,30,20
605,0,2000,1250,0.01,-400,-200,-400,-200,80,50,70,50,0,0
593,0,2000,800,0.01,-360,-330,-360,-330,50,80,60,80,0,0
414,300,1600,1000,0.01,-360,-330,-360,-330,50,80,60,80,5,-5
915,0,2000,1250,0.01,-360,-330,-130,-100,50,80,-30,-50,0,0
651,0,2000,1600,0.01,-360,-330,-360,-330,50,80,60,80,0,0
722,0,2000,1250,0.01,-360,-330,-360,-330,50,75,60,90,0,90
655,0,2000,1250,0.01,-360,-324,-360,-330,50,80,40,70,0,-50
649,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,1500,1500
702,0,2000,1250,0.01,-400,-340,-400,-340,40,90,40,100,30,-30
793,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
622,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
742,0,2000,1250,0.01,-360,-324,-360,-330,50,80,40,70,15,10
685,0,2000,1250,0.01,-360,-330,-360,-330,60,80,60,80,40,20
731,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,-20000,0
600,0,2000,1900,0.01,-360,-330,-360,-330,50,80,60,80,0,0
690,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,10,-20
639,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
660,0,2000,700,0.01,-360,-330,-360,-330,50,80,60,80,0,0
601,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,30
625,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
850,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
665,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,-20
604,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
735,0,2000,1250,0.01,-360,-330,-360,-330,65,80,50,80,-30,-20
728,0,2000,1250,0.01,-366,-330,-360,-330,50,80,60,90,30,20
612,0,2000,1250,0.01,-354,-330,-350,-330,60,80,50,70,20,-20
657,0,2000,1100,0.01,-360,-330,-360,-330,50,80,60,80,0,0
677,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,20000,0
600,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,40,-30
700,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,20,-90
670,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
610,0,2000,1250,0.01,-400,-350,-400,-350,70,120,80,120,60,50
717,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,30,50
628,0,2000,1200,0.01,-360,-330,-360,-330,50,80,60,80,30,20
610,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0.5,0.5
653,0,2000,700,0.01,-360,-330,-360,-330,50,80,60,80,0,0
640,0,2000,1200,0.01,-360,-330,-360,-330,50,80,60,80,0,0
670,0,2000,1250,0.01,-366,-330,-360,-330,50,80,50,80,0,15
663,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
610,0,2000,1100,0.01,-300,-270,-360,-330,55,80,50,80,5,3
685,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,0,0
595,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
792,0,2000,700,0.01,-360,-324,-360,-340,50,80,50,70,13.44,-9.576
697,0,2000,900,0.01,-360,-330,-360,-330,50,80,54,80,30,-30
742,0,2000,1250,0.01,-366,-330,-360,-330,50,80,60,90,40,20
727,0,2000,700,0.01,-360,-330,-360,-330,50,80,60,80,30,20
855,0,2000,1250,0.01,-360,-330,-360,-330,50,75,60,90,30,20
787,0,2000,500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
659,0,2000,1250,0.01,-360,-324,-360,-330,50,80,40,70,17,20
714,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,20,-5
641,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
654,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
587,0,2000,600,0.01,-360,-330,-360,-330,50,80,60,80,0,0
592,0,2000,800,0.01,-360,-330,-360,-330,50,80,60,80,0,0
619,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
703,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,20,-10
733,0,2000,1250,0.01,-400,-340,-400,-340,40,90,40,100,15,10
661,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
676,0,2000,1250,0.01,-366,-330,-360,-330,50,80,50,80,17.5,17.5
665,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
668,0,2000,1250,0.01,-400,-340,-400,-340,40,90,40,100,25,25
757,0,2000,1200,0.01,-360,-330,-360,-330,60,80,50,80,60,20
696,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,-20
736,0,2000,900,0.01,-360,-330,-360,-330,55,80,50,70,30,-30
707,0,2000,1250,0.01,-366,-330,-360,-330,50,80,50,80,20,0
672,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
739,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,30,-30
649,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
625,0,2000,600,0.01,-360,-324,-360,-340,50,80,50,70,50,0
606,0,2000,1250,0.01,-360,-630,-360,-330,50,80,50,70,2000,0
810,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,20,20
639,0,2000,1250,0.01,-360,-330,-360,-330,55,80,50,80,0,15000
572,0,2000,1100,0.01,-146.87366,-235,-600,-595,-98.5855,78,27,30,20,0
706,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,30,-40
730,0,2000,1200,0.01,-360,-330,-354,-330,50,80,60,80,-20,0
721,0,2000,800,0.01,-360,-330,-360,-330,55,80,60,80,10,-10
681,0,2000,1250,0.01,-400,-376,-380,-340,60,80,40,80,30,20
651,0,2000,1250,0.01,-374,-350,-360,-330,50,70,50,80,1,10
51,0,2000,1250,1,-360,-330,-360,-330,50,80,60,80,30,20
636,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
605,0,2000,1000,0.01,-366,-330,-360,-330,50,80,50,80,20,20
615,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,1200
779,0,2000,1250,0.01,-360,-336,-370,-350,30,50,40,60,30,-20
641,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,10,-15
623,0,2000,500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
628,0,2000,1500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
619,0,2000,1250,0.01,-366,-320,-360,-330,50,80,50,80,30,20
576,0,2000,900,0.01,-360,-330,-360,-330,50,80,60,80,0,0
630,0,2000,1280,0.01,-360,-330,-360,-330,50,80,60,80,0,0
637,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,15,35
720,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
759,0,2000,1250,0.01,-374,-350,-360,-330,50,70,50,80,24,20
