runtime,in01,in02,in03,in04,in05,in06,in07,in08,in09,in10,in11,in12,in13,in14
591,0,2000,1250,0.01,-360,-330,-360,-330,55,80,50,80,25,20
586,0,2000,1750,0.01,-360,-330,-360,-330,50,80,60,80,0,0
636,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,-360,-330
646,0,2000,1100,0.01,-360,-330,-360,-330,50,80,60,80,0,0
756,0,2000,1250,0.01,-360,-330,-354,-330,50,80,60,80,30,-20
766,0,2000,1250,0.01,-150,-322,-360,-300,60,30,56,73,0,0
723,0,2000,1100,0.01,-300,-308,-300,-312,70,80,70,80,0,-20
571,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
665,0,2000,1250,0.01,-360,-330,-360,-330,50,75,60,85,10,-20
653,0,2000,1000,0.01,-360,-330,-360,-330,50,80,60,80,0,0
681,0,2000,1600,0.01,-360,-330,-360,-330,50,80,60,80,0,0
758,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,1,-1
716,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,30,40
814,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
675,0,2000,1250,0.01,-720,-660,-180,-165,40,70,50,70,40,30
596,0,2000,1700,0.01,-360,-330,-360,-330,50,80,60,80,0,0
740,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
677,0,2000,1300,0.01,-360,-330,-360,-330,50,80,60,80,0,0
699,0,2000,1250,0.01,-360,-324,-360,-330,50,80,50,80,15,-15
633,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,10,-90
777,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,-15
610,0,2000,1250,0.01,-360,-324,-360,-330,50,80,50,80,15,10
567,200,2000,1450,0.01,-360,-330,-360,-330,50,80,60,80,0,0
730,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,20,-70
798,0,2000,1250,0.01,-384,-360,-360,-330,70,90,50,80,-20,-30
587,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,15,0
817,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,-1,0
600,0,2000,800,0.01,-360,-330,-360,-330,50,80,60,80,0,0
631,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,2,1
720,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,30,-80
707,0,2000,1250,0.01,-360,-324,-360,-330,50,80,40,70,15,15
711,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,20,-10
629,0,2000,1250,0.01,-360,-330,-360,-330,50,80,90,100,0,0
773,0,2000,750,0.01,-360,-330,-360,-330,50,80,60,80,0,0
547,0,1500,1100,0.01,-360,-330,-360,-330,50,80,60,80,30,20
618,0,2000,1350,0.01,-360,-330,-360,-330,50,80,60,80,30,20
619,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,80,50,-10
689,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,70,10,-10
720,0,2000,1250,0.01,-360,-330,-360,-330,65,80,50,80,20,-10
646,0,2000,1000,0.01,-360,-330,-360,-330,50,80,60,80,0,0
673,0,2000,1250,0.01,-360,-330,-360,-330,80,60,60,80,0,0
663,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,0,-80
725,0,2000,1250,0.01,-384,-360,-360,-330,70,90,50,80,30,-20
694,0,2000,1100,0.01,-300,-308,-300,-312,70,80,70,80,0,-20
645,0,2000,1250,0.01,-360,-330,-360,-330,55,80,50,80,30,10
744,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,20,-30
686,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,15
742,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,-30,40
642,0,2000,1250,0.01,-400,-340,-400,-340,40,90,40,100,5,30
815,0,2000,750,0.01,-360,-330,-360,-330,50,80,50,70,0,0
652,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
851,0,2000,900,0.01,-360,-330,-360,-330,60,80,50,80,30,20
673,0,2000,1250,0.01,-360,-330,-360,-330,50,65,50,80,30,-20
672,0,2000,1500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
712,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,30,-60
580,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,30,20
698,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
633,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
715,0,2000,1250,0.01,-336,-300,-320,-300,50,80,60,80,40,0
754,0,2000,1000,0.01,-38000,-30000,-44000,-32000,50,60,55,65,-10,-20
744,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,0,-90
654,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,100,100
646,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,10,-60
826,0,2000,1250,0.01,-795.8,-877.3,-924.54,-926.8,104.6,80,63.2,70,20,30
596,0,2000,1250,0.01,-366,-330,-360,-330,50,80,50,80,30,30
1005,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
725,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,70,20,-20
705,0,2000,1250,0.01,-366,-330,-360,-330,50,80,50,80,18,18
650,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,-100
566,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
626,0,2000,1265,0.01,-360,-330,-360,-330,50,80,60,80,0,0
604,0,2000,700,0.01,-360,-330,-360,-330,50,80,50,70,0,0
792,0,2000,1250,0.01,-360,-330,-354,-330,50,80,60,80,30,-20
722,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
522,300,2000,800,0.01,-360,-330,-360,-330,50,80,60,80,15,0
560,300,2000,1500,0.01,-360,-330,-360,-330,50,80,60,80,15,0
625,0,2000,1000,0.01,-366,-330,-360,-330,50,80,60,90,21,21
686,0,2000,1700,0.01,-360,-330,-360,-330,50,80,60,80,30,20
664,0,2000,700,0.01,-360,-330,-360,-330,50,80,60,80,0,0
621,0,2000,1250,0.01,-360,-330,-360,-330,55,80,50,80,30000,20000
722,0,2000,1250,0.01,-360,-324,-360,-330,50,80,40,70,20,5
608,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
597,0,2000,1100,0.01,-300,-270,-360,-330,55,80,50,80,5,3
647,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
598,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30000,20000
640,0,2000,900,0.01,-360,-330,-360,-330,50,80,60,80,0,0
765,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
595,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
731,0,2000,1700,0.01,-360,-330,-360,-330,50,80,60,80,0,0
615,0,2000,1250,0.01,-360,-330,-360,-330,50,0,50,0,0,0
682,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,100,50
630,0,2000,900,0.01,-360,-330,-360,-330,50,80,60,80,40,-40
734,0,2000,1200,0.01,-360,-330,-354,-330,50,80,60,80,-20,20
708,0,2000,1800,0.01,-400,-424,-360,-390,70,90,60,90,30,20
713,0,2000,1250,0.01,-374,-350,-360,-330,50,70,50,80,28,20
626,0,2000,1250,0.01,-360,-330,-360,-330,100,125,50,80,0,30
919,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
753,0,2000,1250,0.01,-366,-330,-360,-330,50,80,50,80,-20,0
601,0,2000,950,0.01,-360,-330,-360,-330,55,80,60,80,15,0
612,0,2000,1000,0.01,-360,-330,-360,-330,50,80,60,80,0,0
634,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,50,50
617,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,-30,20
641,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,-20
650,0,2000,1250,0.01,-366,-330,-360,-330,50,80,60,90,20,30
735,0,2000,1250,0.01,-336,-300,-320,-300,50,80,60,80,40,5
573,0,2000,1300,0.01,-360,-330,-360,-330,50,80,60,80,0,0
655,0,2000,1250,0.01,-366,-330,-360,-330,50,80,50,70,30,20
725,0,2000,1250,0.01,-360,-330,-360,-330,65,80,50,80,-30,20
644,0,2000,1100,0.01,-366,-330,-340,-330,50,80,60,80,14,-2
680,0,2000,1700,0.01,-360,-330,-360,-330,50,80,60,80,0,0
756,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,300,200
719,0,2000,1050,0.01,-360,-330,-360,-330,50,80,60,80,0,0
688,0,2000,1250,0.01,-366,-330,-360,-330,50,80,50,80,18.5,18.5
695,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,100,200
729,0,2000,1250,0.01,-384,-360,-360,-330,70,90,50,80,40,-30
608,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,30,30
647,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,30,-20
721,0,2000,1250,0.01,-360,-330,-354,-330,50,80,60,80,0,10
710,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,20,-80
674,0,2000,1500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
609,0,2000,600,0.01,-360,-324,-360,-340,50,80,50,70,75,25
654,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
595,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,30
725,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
709,0,2000,1250,0.01,-360,-330,-360,-330,100,70,70,40,0,0
753,0,2000,1250,0.01,-400,-376,-380,-340,60,80,40,80,17,10
591,0,2000,1500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
838,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,50,40
634,0,2000,1000,0.01,-360,-330,-360,-330,80,110,70,110,30,-30
648,0,2000,1250,0.01,-374,-350,-360,-330,50,70,50,80,10,10
561,300,2000,500,0.01,-360,-330,-360,-330,50,80,60,80,30,20
791,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
760,0,2000,1500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
703,0,2000,1250,0.01,-354,-330,-350,-330,60,80,50,70,0,-10
585,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,2000,0
677,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,80,-5000,20000
793,0,2000,1250,0.01,-320,-150,-400,-300,50,80,50,70,0,0
617,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
852,0,2000,500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
694,0,2000,1800,0.01,-360,-330,-360,-330,50,80,60,80,0,0
612,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,10,-12
873,0,2000,1500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
625,0,2000,1250,0.01,-360,0,-360,0,50,80,50,70,0,-330
578,0,2000,1250,0.01,-400,-340,-400,-340,40,90,40,100,25,80
588,0,2000,1100,0.01,-354,-330,-360,-330,50,70,50,80,20,-30
626,0,2000,600,0.01,-360,-330,-360,-330,50,80,60,80,0,0
651,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,10,0
691,0,2000,200,0.01,-360,-330,-360,-330,50,80,60,80,0,0
719,0,2000,1250,0.01,-360,-330,-354,-330,50,80,60,80,10,-10
620,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,1000
595,0,2000,1250,0.01,-360,-330,-360,-330,55,80,50,80,50,30
666,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,20,-15
592,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
629,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,10,-20
674,0,2000,1250,0.01,-360,-330,-360,-330,50,75,60,90,30,-20
675,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,30
637,0,2000,1500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
721,0,2000,1200,0.01,-360,-330,-360,-330,60,80,50,80,45,20
584,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
641,0,2000,1450,0.01,-360,-330,-360,-330,50,80,60,80,0,0
637,0,2000,750,0.01,-360,-330,-360,-330,50,80,60,80,0,0
732,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,-1,-1
622,0,2000,1000,0.01,-360,-330,-360,-330,50,80,50,70,0,0
618,0,2000,250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
692,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30000,20000
643,0,2000,1250,0.01,-374,-350,-360,-330,50,70,50,80,35,10
590,0,2000,1050,0.01,-360,-330,-360,-330,50,80,60,80,0,0
45,0,2000,1250,1,-360,-330,-360,-330,50,80,60,80,30,20
689,0,2000,1250,0.01,-366,-330,-360,-330,50,80,50,80,15,0
621,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,40,0
654,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
610,0,2000,1250,0.01,-560,-530,-560,-530,60,90,70,90,40,30
601,0,2000,1250,0.01,-360,-324,-360,-330,50,80,50,80,100,-100
659,0,2000,1250,0.01,-360,-324,-360,-330,50,80,50,80,15,-10
677,0,2000,1450,0.01,-360,-330,-360,-330,50,80,60,80,0,0
773,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
692,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
843,0,2000,600,0.01,-360,-324,-360,-340,50,80,50,70,10,-40
553,300,2000,1600,0.01,-360,-330,-360,-330,50,80,60,80,30,20
638,0,2000,1250,0.01,-366,-330,-360,-330,50,80,60,90,15,12
678,0,2000,1250,0.01,-360,-330,-360,-330,50,75,60,90,20,-10
716,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
735,0,2000,1250,0.01,-366,-330,-360,-330,50,80,50,80,10,0
706,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,-15,0
596,0,2000,1273,0.01,-360,-330,-360,-330,79.976,80,79.976,80,0,0
732,0,2000,1550,0.01,-354,-330,-360,-330,50,70,50,80,-30,20
609,0,2000,1250,0.01,-360,-330,-360,-330,55,80,50,80,50,20
747,0,2000,1250,0.01,-336,-300,-320,-300,50,80,60,80,20,10
587,0,2000,1100,0.01,-300,-270,-360,-330,55,80,50,80,3,1
655,0,2000,1000,0.01,-360,-330,-360,-330,50,80,50,70,30,20
868,0,2000,1250,0.01,-400,-340,-400,-340,40,90,40,100,20,-40
747,0,2000,1250,0.01,-366,-330,-350,-330,50,80,50,70,40,40
869,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,20
732,0,2000,1000,0.01,-38000,-30000,-44000,-32000,50,60,55,65,0,-20
686,0,2000,1250,0.01,-366,-330,-360,-330,50,80,50,80,25,20
662,0,2000,1500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
616,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,15000
633,0,2000,1100,0.01,-300,-270,-360,-330,55,80,50,80,20,30
618,0,2000,700,0.01,-360,-330,-360,-330,50,80,60,80,0,0
661,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,0,-20
649,0,2000,1250,0.01,-360,-325,-360,-330,50,80,80,60,0,0
662,0,2000,1700,0.01,-360,-330,-360,-330,50,80,60,80,0,0
632,0,2000,1000,0.01,-366,-330,-360,-340,50,80,60,80,20,20
621,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,20,0
656,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,25,25
621,0,2000,1000,0.01,-360,-330,-360,-330,50,80,40,80,20,-20
683,0,2000,1250,0.01,-336,-300,-320,-300,50,80,60,80,20,0
749,0,2000,1250,0.01,-360,-330,-360,-330,50,60,50,80,30,-20
619,0,2000,1250,0.01,-360,-330,-354,-330,50,80,50,80,30,-20
801,0,2000,1800,0.01,-360,-330,-360,-330,50,80,60,80,0,20000
607,0,2000,1100,0.01,-360,-330,-360,-330,50,80,60,80,30,-30
746,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,10,-10
582,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30000,20000
628,0,2000,1250,0.01,-360,-330,-360,-330,55,80,50,80,25,-25
648,0,2000,1250,0.01,-366,-330,-360,-330,50,80,50,80,0,30
784,0,2000,1250,0.01,-366,-330,-350,-330,50,80,50,70,40,20
656,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
722,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
608,0,2000,1000,0.01,20000,30000,20000,30000,20,30,20,30,30,-20
623,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,10,-10
649,0,2000,1600,0.01,-360,-330,-360,-330,50,80,60,80,0,0
677,0,2000,500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
642,0,2000,1100,0.01,-366,-330,-340,-330,50,80,60,80,6,-2
604,0,2000,1000,0.01,-360,-330,-360,-330,55,80,50,80,20,-20
709,0,2000,1250,0.01,-336,-300,-320,-300,50,80,60,80,10,0
656,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,20,40
663,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,15,-6
701,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,30,30
798,0,2000,750,0.01,-360,-330,-360,-330,50,80,60,80,20,0
582,0,1500,900,0.01,-330,-300,-330,-300,50,80,50,70,0,0
566,0,2000,1250,0.01,-360,360,-360,360,50,80,50,70,0,0
736,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,-30,20
614,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,30,-30
618,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,0
629,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,20000
617,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,5000,20000
571,0,2000,1500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
696,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,20,-10
635,0,2000,1000,0.01,-366,-330,-360,-330,50,80,60,90,19,19
657,0,2000,1800,0.01,-360,-330,-360,-330,50,80,60,80,30000,-20000
601,0,2000,1000,0.01,-366,-330,-360,-330,50,80,50,80,25,25
578,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,30,0
705,0,2000,1250,0.01,-360,-330,-360,-330,50,75,60,90,0,0
616,0,2000,1500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
677,0,2000,1000,0.01,-360,-330,-360,-330,50,80,60,80,0,0
670,0,2000,1250,0.01,1200,1200,800,800,1,1,1,1,0,0
610,0,2000,1250,0.01,-360,-330,-360,-330,50,75,50,80,18,18
620,0,2000,600,0.01,-360,-324,-360,-340,50,80,50,70,65,5
608,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,50,70
450,300,1600,400,0.01,-360,-330,-360,-330,50,80,60,80,5,0
747,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,60,50
669,0,2000,1250,0.01,-366,-330,-360,-330,50,80,60,90,50,20
729,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,20,-50
680,0,2000,500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
713,0,2000,1250,0.01,-366,-330,-360,-330,50,80,50,80,24,24
601,0,2000,1000,0.01,-366,-330,-360,-340,50,80,60,80,21,21
690,0,2000,900,0.01,-360,-330,-360,-330,50,80,60,80,0,0
617,0,2000,1100,0.01,-260,-235,-600,-595,60,78,27,30,20,0
736,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,15,0
88,0,2000,1250,0.1,-360,-330,-360,-330,50,80,60,80,0,0
753,0,2000,1250,0.01,-360,-330,-360,-330,55,80,50,80,20,-10
716,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,-30
754,0,2000,1250,0.01,-360,-330,-360,-330,55,80,50,80,30,-20
640,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
648,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
614,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,0
830,0,2000,700,0.01,-360,-330,-360,-330,60,80,50,80,30,-30
669,0,2000,1100,0.01,-360,-330,-360,-330,50,80,60,80,0,0
624,0,2000,1500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
613,0,2000,1100,0.01,-366,-330,-340,-330,50,80,60,80,9,-2
696,0,2000,1250,0.01,-400,-340,-400,-340,40,90,40,100,40,70
715,0,2000,1250,0.01,-374,-350,-360,-330,50,70,50,80,12,10
682,0,2000,1000,0.01,-360,-330,-360,-330,50,80,60,80,0,0
636,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30000,20000
683,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,20,30
660,0,2000,500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
650,0,2000,1250,0.01,-374,-350,-360,-330,50,70,50,80,30,10
671,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,-30
749,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
625,0,2000,1000,0.01,-360,-330,-360,-330,50,80,60,80,0,0
712,0,2000,700,0.01,-360,-330,-360,-330,50,80,60,80,0,0
683,0,2000,250,0.01,-360,-330,-360,-330,50,80,60,80,0,0
588,0,2000,500,0.01,-360,-330,-360,-330,50,80,60,80,0,0
722,0,2000,1250,0.01,-366,-330,-360,-330,50,80,50,80,19,19
671,0,2000,800,0.01,-360,-324,-360,-340,50,80,50,70,18.267725,-13.239134
706,0,2000,1300,0.01,-360,-330,-360,-330,50,80,60,80,30,20
738,0,2000,1250,0.01,-400,-376,-380,-340,60,80,40,80,20,10
730,0,2000,1250,0.01,-360,-330,-360,-330,50,75,60,90,10,-20
647,0,2000,1000,0.01,-360,-330,-360,-330,50,80,60,80,0,0
603,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,10,5
702,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,30,20
629,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
647,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,50000,0
966,0,2000,1250,0.01,-360,-330,-360,-330,55,80,50,80,2000,15000
823,0,2000,1250,0.01,-360,-330,-360,-330,65,80,50,80,30,-20
628,0,2000,1250,0.01,-360,-360,-360,-360,300,300,360,360,15,0
645,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
620,0,2000,1100,0.01,-366,-330,-340,-330,50,80,60,80,0,-2
662,0,2000,1800,0.01,-360,-330,-360,-330,50,80,60,80,0,0
670,0,2000,1100,0.01,-366,-330,-340,-330,50,80,60,80,0,0
636,0,2000,1250,0.01,-366,-330,-350,-330,50,80,50,70,30,20
718,0,2000,1600,0.01,-360,-330,-360,-330,50,80,60,80,0,0
625,0,2000,1100,0.01,-360,-330,-360,-330,55,80,60,80,15,0
867,0,2000,1250,0.01,-200,-160,-360,-330,130,160,80,100,0,0
736,0,2000,1250,0.01,-360,-330,-360,-330,50,80,60,80,-20,20
673,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,0,0
639,0,2000,1250,0.01,-354,-330,-350,-330,60,80,50,70,30,-20
595,0,2000,1400,0.01,-360,-330,-360,-330,50,80,60,80,0,0
607,0,2000,1250,0.01,-360,-324,-360,-340,50,80,50,70,70,40
604,0,2000,1250,0.01,-360,-330,-360,-330,50,80,50,70,50,50
551,200,2000,300,0.01,-360,-330,-360,-330,50,80,60,80,0,0
563,0,2000,1100,0.01,-354,-330,-360,-330,50,70,50,80,-20,30
606,0,2000,1250,0.01,-360,-330,-360,-330,50,80,55,80,30,0
651,0,2000,900,0.01,-360,-330,-360,-330,50,80,60,80,0,0
579,300,2000,400,0.01,-360,-330,-360,-330,50,80,60,80,30,-20
667,0,2000,1100,0.01,-366,-330,-350,-330,50,80,60,80,10,-50
633,0,2000,900,0.01,-360,-330,-360,-330,50,80,60,80,0,0
