runtime,in01,in02
57,-0.5,7
64,-0.5,4.17
71,-0.5,4.11704
39,-0.5,3
39,-0.5,3
69,-0.5,3.5
68,-0.5,9
99,-0.5,10
84,-0.5,8
60,-0.5,4.1136171
46,-0.5,4.1124
44,-0.5,4
82,-0.5,8
59,-0.5,4.086
49,-0.5,4.15
63,-0.5,7
56,-0.5,6.5
40,-0.5,2
75,-0.5,6.5
62,-0.5,4.1144
61,-0.5,5
47,-0.5,4.1128
43,-0.5,3
45,-0.5,3
47,-0.5,4.8
70,-0.5,7
53,-0.5,4.15
46,-0.5,4.1
41,-0.5,2
59,-0.5,2.5
46,-0.5,4.1
52,-0.5,7
77,-0.5,7
38,-0.5,2.6
53,-0.5,4.2
48,-0.5,2.2
58,-0.5,4.09
59,-0.5,4.109
74,-0.5,8.5
46,-0.5,4
50,-0.5,4
93,-0.5,10
54,-0.5,4.04893373
52,-0.5,2
84,-0.5,8
54,-0.5,3.5
71,-0.5,6.2
47,-0.5,4.12
67,-0.5,7
65,-0.5,4
73,-0.5,6.1
74,-0.5,7.2
77,-0.5,4.12
62,-0.5,4.11716
65,-0.5,4.1
41,-0.5,4.13
4,-0.5,0.5
62,-0.5,4.113617435
54,-0.5,5.5
59,-0.5,6.5
85,-0.5,10
90,-0.5,7.9
45,-0.5,5
59,-0.5,4.5
40,-0.5,2.8
77,-0.5,5
73,-0.5,4.1
64,-0.5,3.8
40,-0.5,2.4
86,-0.5,9.5
50,-0.5,5
54,-0.5,4.1135
45,-0.5,3
66,-0.5,3
42,-0.5,2.37
62,-0.5,5
48,-0.5,4.1171
65,-0.5,4.2
69,-0.5,2
60,-0.5,4.5
53,-0.5,3
60,-0.5,6
52,-0.5,3.996
66,-0.5,5
46,-0.5,5.5
53,-0.5,4.1
107,-0.5,10
110,-0.5,4.18
40,-0.5,2.4
52,-0.5,6
57,-0.5,4.1
62,-0.5,6
56,-0.5,4.19
67,-0.5,4.9
55,-0.5,3.9201
73,-0.5,4
36,-0.5,3
65,-0.5,4.1131
61,-0.5,4.18
60,-0.5,8.4
46,-0.5,4.15
57,-0.5,4
63,-0.5,4.111
58,-0.5,4.11
44,-0.5,3
90,-0.5,8
75,-0.5,4.11356505
48,-0.5,4.7
55,-0.5,4.097
61,-0.5,6
59,-0.5,2.5
57,-0.5,4.11361734
58,-0.5,4.11069
49,-0.5,4
64,-0.5,4.1107
53,-0.5,4.17
64,-0.5,7
42,-0.5,2.4
55,-0.5,6
57,-0.5,4
84,-0.5,4.3
100,-0.5,9
36,-0.5,2
71,-0.5,4.14
95,-0.5,3.7
72,-0.5,4.135
93,-0.5,7.4
70,-0.5,10
55,-0.5,6
89,-0.5,9.5
42,-0.5,3
70,-0.5,6
71,-0.5,9.5
44,-0.5,3.6
80,-0.5,4.18
66,-0.5,7.6
50,-0.5,5
45,-0.5,3.5
46,-0.5,3.5
60,-0.5,4.04
55,-0.5,5
58,-0.5,4.10945
88,-0.5,10
36,-0.5,2
54,-0.5,4.113617435
116,-0.5,3.668
52,-0.5,4.115
64,-0.5,4.113617436
53,-0.5,3
54,-0.5,3.998
64,-0.5,4.4
44,-0.5,3
33,-0.5,2
73,-0.5,4.102
60,-0.5,4
70,-0.5,8
54,-0.5,4.11074
86,-0.5,9
59,-0.5,4.1
43,-0.5,4.11352
56,-0.5,4.10587
62,-0.5,9
54,-0.5,3
51,-0.5,4.113619
36,-0.5,3
66,-0.5,4.1
46,-0.5,4.119
69,-0.5,6
45,-0.5,4.4
56,-0.5,3.94
58,-0.5,4.2
55,-0.5,4.0862
80,-0.5,4
97,-0.5,10
47,-0.5,3
64,-0.5,7
50,-0.5,4.25
60,-0.5,4.111
44,-0.5,3.9
52,-0.5,4.11749
124,-0.5,9
41,-0.5,4.8
69,-0.5,4.1135
67,-0.5,9
58,-0.5,6
58,-0.5,6.4
55,-0.5,5
69,-0.5,5.4
56,-0.5,4.15
63,-0.5,4.13
76,-0.5,7
64,-0.5,4.16
59,-0.5,4.15
54,-0.5,4.113
56,-0.5,7.8
49,-0.5,4.5
63,-0.5,4.2
56,-0.5,7
59,-0.5,4.11358
61,-0.5,8.5
54,-0.5,6
60,-0.5,4.11742
154,-0.5,9
54,-0.5,4.1158
66,-0.5,4.1
53,-0.5,4.11
51,-0.5,2.4
52,-0.5,4.11
61,-0.5,4.11073
77,-0.5,5
74,-0.5,8
52,-0.5,2
56,-0.5,7
50,-0.5,4
59,-0.5,4
60,-0.5,2.5
83,-0.5,4.5
47,-0.5,4.07505
87,-0.5,8
57,-0.5,4.26
58,-0.5,3.5
70,-0.5,8.5
56,-0.5,5.5
49,-0.5,4.14
68,-0.5,3.801
42,-0.5,3.5
49,-0.5,7
52,-0.5,2.5
60,-0.5,4.3
59,-0.5,4
41,-0.5,3.919
56,-0.5,7
54,-0.5,4.113617435
50,-0.5,4.116
65,-0.5,9
88,-0.5,8
65,-0.5,4.11325
69,-0.5,4.2
50,-0.5,4
49,-0.5,4.16
92,-0.5,9
74,-0.5,4.2
85,-0.5,10
67,-0.5,4.5
136,-0.5,4.134
63,-0.5,4.1178
46,-0.5,4.9
5,-0.5,1
82,-0.5,6.5
75,-0.5,6
65,-0.5,4.11362
52,-0.5,4
85,-0.5,8
41,-0.5,4.8
71,-0.5,4.5
60,-0.5,4.4
66,-0.5,4.109
44,-0.5,3.9
82,-0.5,5
158,-0.5,10
60,-0.5,3
49,-0.5,4.11
64,-0.5,4.109
69,-0.5,8
50,-0.5,5.5
35,-0.5,2
78,-0.5,8
54,-0.5,5
53,-0.5,4.13
53,-0.5,5
75,-0.5,4.5
53,-0.5,5
65,-0.5,7.8
60,-0.5,4.111
62,-0.5,6
42,-0.5,2
63,-0.5,4.35
62,-0.5,4.5
40,-0.5,2.8
48,-0.5,2.8
61,-0.5,2.5
57,-0.5,3.5
54,-0.5,5
61,-0.5,4.8
70,-0.5,4.17
65,-0.5,4.13
86,-0.5,3.4
61,-0.5,3
48,-0.5,2.2
70,-0.5,6
76,-0.5,4.1
61,-0.5,6
49,-0.5,7
106,-0.5,10
57,-0.5,4.1
62,-0.5,4.095
46,-0.5,2
96,-0.5,8
51,-0.5,3.5
54,-0.5,4.12
46,-0.5,4.1176
82,-0.5,5.5
93,-0.5,8
43,-0.5,2.7
44,-0.5,4.1
69,-0.5,4.7
43,-0.5,4.115
43,-0.5,2
53,-0.5,4.08
56,-0.5,6
55,-0.5,3.75
47,-0.5,4.082
67,-0.5,4.4
50,-0.5,4.4
51,-0.5,4.3
47,-0.5,4.1137
79,-0.5,7
61,-0.5,4.11723
107,-0.5,6.8
66,-0.5,4.4
58,-0.5,5
49,-0.5,4.1136172
67,-0.5,9
80,-0.5,4.1
78,-0.5,9.6
46,-0.5,4
56,-0.5,7
43,-0.5,3.5
63,-0.5,4.11
52,-0.5,4.04893373
61,-0.5,5
44,-0.2,4.12
82,-0.5,6
87,-0.5,8
71,-0.5,10
72,-0.5,4.1056
69,-0.5,4.085011
53,-0.5,4.1189
73,-0.5,9
70,-0.5,6
67,-0.5,4.1058
58,-0.5,4.1
63,-0.5,5
48,-0.5,4
68,-0.5,2.2
83,-0.5,5.5
53,-0.5,4
60,-0.5,4.2
45,-0.5,4.1
60,-0.5,4.1481
52,-0.5,3
88,-0.5,9
44,-0.5,4.06
56,-0.5,3
88,-0.5,4.2
171,-0.5,10
47,-0.5,4.12
86,-0.5,2
54,-0.5,4.1
64,-0.5,4
67,-0.5,4.11725
41,-0.5,3
50,-0.5,4.19
54,-0.5,5
46,-0.5,2
43,-0.5,4.1164
68,-0.5,7
97,-0.5,9
59,-0.5,8.5
42,-0.5,2.18
52,-0.5,4.113
93,-0.5,9.5
58,-0.5,4.1
54,-0.5,4.1133
43,-0.5,2.24
55,-0.5,3
48,-0.5,4.4
68,-0.5,4.125
50,-0.5,4
62,-0.5,3.2
96,-0.5,6.5
105,-0.5,7
89,-0.5,5
66,-0.5,4
54,-0.5,2.3
68,-0.5,3.5
61,-0.5,4.11702
61,-0.5,4
55,-0.5,4.13362
72,-0.5,4.169
61,-0.5,4
62,-0.5,4.11
58,-0.5,4
74,-0.5,4.146
51,-0.5,4.9
50,-0.5,4.2
87,-0.5,8
59,-0.5,4.14
61,-0.5,4.17
60,-0.5,7
49,-0.5,4.18932
52,-0.5,4.1
63,-0.5,4.0850107
73,-0.5,8
64,-0.5,4.2
51,-0.5,2.2
61,-0.5,4
55,-0.5,4.12
90,-0.5,10
71,-0.5,4.2
71,-0.5,8.8
61,-0.5,4.113617434
55,-0.5,4.11746
86,-0.5,9.5
62,-0.5,4.1133
56,-0.5,4.2
82,-0.5,9
50,-0.5,4.11
51,-0.5,4.14
57,-0.5,6
84,-0.5,8.7
54,-0.5,4.1
65,-0.5,2
75,-0.5,10
100,-0.5,3.99
46,-0.5,2
46,-0.5,2
56,-0.5,4.139
53,-0.5,4.2
85,-0.5,8
84,-0.5,9
51,-0.5,4.107
54,-0.5,4.085014
45,-0.5,4.111
56,-0.5,4.4
77,-0.5,7
44,-0.5,4.15
66,-0.5,4
46,-0.5,4.15
48,-0.5,4.1079
48,-0.5,4.3
72,-0.5,3.9
74,-0.5,4.103
98,-0.5,8
43,-0.5,2
56,-0.5,4.113617435
131,-0.5,10
54,-0.5,4.13
47,-0.5,4.1185
86,-0.5,7
107,-0.5,3.85
76,-0.5,8
74,-0.5,5
51,-0.5,4.1138
52,-0.5,3
81,-0.5,8
67,-0.5,4.118
81,-0.5,5
49,-0.5,3
57,-0.5,4.118
61,-0.5,5
63,-0.5,8.5
60,-0.5,4
57,-0.5,4
57,-0.5,4.222
35,-0.5,3
70,-0.5,7
68,-0.5,4.16
50,-0.5,4.10935
44,-0.5,4.15
61,-0.5,4.1136176
110,-0.5,9.5
68,-0.5,3
54,-0.5,2
52,-0.5,4.13
74,-0.5,4.5
71,-0.5,4.18
75,-0.5,4.1136
59,-0.5,4.1136175
54,-0.5,6
60,-0.5,4
54,-0.5,5
77,-0.5,9.5
3403,-0.5,5
61,-0.5,4.11
57,-0.5,4
44,-0.5,3
81,-0.5,4.11321
53,-0.5,3.5
73,-0.5,4.095
4,-0.5,1.5
66,-0.5,4
42,-0.5,4.25
49,-0.5,2
87,-0.5,9
46,-0.5,3
47,-0.5,2
55,-0.5,3
76,-0.5,9
66,-0.5,6
67,-0.5,4.2
75,-0.5,9.2
36,-0.5,2
42,-0.5,5
64,-0.5,4.17
114,-0.5,4.19
42,-0.5,2
54,-0.5,4.11762
94,-0.5,9.5
96,-0.5,10
66,-0.5,6
100,-0.5,8
65,-0.5,4.2
76,-0.5,7.5
65,-0.5,4.113617435
59,-0.5,4.2
77,-0.5,7
49,-0.5,4
57,-0.5,4.113617435
72,-0.5,4.12
84,-0.5,4.1
53,-0.5,3.2
77,-0.5,4.15
48,-0.5,3
61,-0.5,4.118
76,-0.5,10
54,-0.5,3.5
47,-0.5,4.15
63,-0.5,4.12
51,-0.5,4.1
60,-0.5,4.8
61,-0.5,4.115
78,-0.5,9.5
65,-0.5,4.0949
57,-0.5,3
111,-0.5,8
68,-0.5,4.114
66,-0.5,4.1171
65,-0.5,5
61,-0.5,7
60,-0.5,5
57,-0.5,4
59,-0.5,4.11072
61,-0.5,4.11
64,-0.5,9.9
64,-0.5,4.09
45,-0.5,3.5
103,-0.5,8.6
46,-0.5,3.95
55,-0.5,4.113617435
82,-0.5,4.08
66,-0.5,4.149
51,-0.5,4.1640625
60,-0.5,4
80,-0.5,5
55,-0.5,5
77,-0.5,7.6
56,-0.5,3
77,-0.5,10
5,-0.5,1
50,-0.5,4.15
98,-0.5,8
45,-0.5,4
87,-0.5,10
72,-0.5,4.1
91,-0.5,9.5
64,-0.5,3
66,-0.5,3
75,-0.5,6
49,-0.5,4.3
52,-0.5,4.2
58,-0.5,2
62,-0.5,3.9
89,-0.5,8
75,-0.5,8
34,-0.5,2
69,-0.5,9
50,-0.5,4.14
45,-0.5,2
57,-0.5,3
52,-0.5,2.5
42,-0.5,3
74,-0.5,5.7
84,-0.5,7.6
70,-0.5,9
69,-0.5,7.5
42,-0.5,3.96
57,-0.5,3
74,-0.5,8.6
52,-0.5,4.15
54,-0.5,4.14
73,-0.5,6.5
53,-0.5,4.5
44,-0.5,4.1
63,-0.5,3.9205
46,-0.5,3
71,-0.5,3.95
45,-0.5,5
73,-0.5,4.2
69,-0.5,3.8
29,-0.5,2
69,-0.5,9
121,-0.5,4
95,-0.5,8
100,-0.5,10
61,-0.5,3.3
60,-0.5,4.118
3348,-0.5,2
67,-0.5,4.118
53,-0.5,4.16
91,-0.5,10
38,-0.5,2
56,-0.5,5
52,-0.5,4.14
55,-0.5,3.8
69,-0.5,5.5
70,-0.5,8.5
68,-0.5,4.11708
41,-0.5,2
53,-0.5,4.1122
44,-0.5,3.8
70,-0.5,4.11135
64,-0.5,4.15
70,-0.5,7
63,-0.5,4.115
59,-0.5,6
78,-0.5,4.11
45,-0.5,2
61,-0.5,4.1163
57,-0.5,4.15
60,-0.5,4.18
63,-0.5,4.1106
47,-0.5,2
62,-0.5,4.08
70,-0.5,5.4
41,-0.5,3.8
46,-0.5,4.1
65,-0.5,5
63,-0.5,7
57,-0.5,5
39,-0.5,3
52,-0.5,4.07
101,-0.5,10
100,-0.5,7.5
56,-0.5,4.09
46,-0.5,2.5
49,-0.5,4.15
58,-0.5,4.8
65,-0.5,4.2
47,-0.5,3
52,-0.5,4.048933739
53,-0.5,2.8
82,-0.5,10
48,-0.5,4
68,-0.5,4.2
65,-0.5,4.113617435
69,-0.5,4.8
51,-0.5,4.8
73,-0.5,4.2
78,-0.5,7
71,-0.5,7.6
81,-0.5,4.2
67,-0.5,4.5
43,-0.5,4.083
48,-0.5,2
87,-0.5,4.2
85,-0.5,6
77,-0.5,4.2
61,-0.5,4
44,-0.5,3
47,-0.5,4.08
34,-0.5,2
49,-0.5,4.2
46,-0.5,4
45,-0.5,4.7
43,-0.5,2
56,-0.5,4.17
62,-0.5,4.1136173
38,-0.5,2.5
71,-0.5,8
64,-0.5,4
35,-0.5,2
50,-0.5,4.04
50,-0.5,4.1155
63,-0.5,4.9
45,-0.5,2.5
42,-0.5,5
42,-0.5,2.6
59,-0.5,4.112
50,-0.5,5.5
41,-0.5,4.4
58,-0.5,4.18
68,-0.5,4.11
43,-0.5,3
56,-0.5,4.4
61,-0.5,4
49,-0.5,2
60,-0.5,4.17
50,-0.5,3.2
4,-0.5,1.5
58,-0.5,4.1146
61,-0.5,4.1128
45,-0.5,2.5
75,-0.5,4.09
57,-0.5,2.7
74,-0.5,4.113617435
55,-0.5,4.08
38,-0.5,3
116,-0.5,10
89,-0.5,9.5
83,-0.5,9
58,-0.5,4.115
85,-0.5,8.2
54,-0.5,4.5
3334,-0.5,9
81,-0.5,6.5
85,-0.5,8
101,-0.5,10
61,-0.5,4.5
106,-0.5,8
2896,-0.5,5
77,-0.5,4.12
62,-0.5,4
59,-0.5,3.5
53,-0.5,4.11
77,-0.5,4.12
72,-0.5,4.15
57,-0.5,4
52,-0.5,3
78,-0.5,3.9
70,-0.5,9
70,-0.5,8
88,-0.5,10
55,-0.5,4.11352
61,-0.5,4.048933729
67,-0.5,4.13
85,-0.5,6
52,-0.5,4.112
68,-0.5,4.5
54,-0.5,5
56,-0.5,4.1125
82,-0.5,10
40,-0.5,2.01
44,-0.5,4.112
85,-0.5,4.1135653
105,-0.5,10
70,-0.5,4.085
45,-0.5,3.9
61,-0.5,6
64,-0.5,5
80,-0.5,9
39,-0.5,3
3330,-0.5,3
55,-0.5,4.11765
51,-0.5,3
104,-0.5,10
84,-0.5,3.7
54,-0.5,4.5
60,-0.5,6.3
59,-0.5,3.7
61,-0.5,6
40,-0.5,3
82,-0.5,9
57,-0.5,4.3
67,-0.5,3
93,-0.5,6.5
58,-0.5,7
56,-0.5,4.3
86,-0.5,4.11
62,-0.5,4.087
64,-0.5,4.113617435
69,-0.5,6
44,-0.5,3
65,-0.5,4.11726
59,-0.5,3.5
46,-0.5,2
7,-0.5,0.415
69,-0.5,6
79,-0.5,5
42,-0.5,2.2
79,-0.5,7.5
52,-0.5,3
56,-0.5,4.2
50,-0.5,4
63,-0.5,4.113617435
93,-0.5,4.1463
54,-0.5,2
66,-0.5,3.5
66,-0.5,5
75,-0.5,4.113617435
65,-0.5,4
47,-0.5,4.114
87,-0.5,8
59,-0.5,4.2
37,-0.5,2
69,-0.5,4.1475
42,-0.5,3
81,-0.5,10
47,-0.5,4.1
75,-0.5,4.105
60,-0.5,5.5
78,-0.5,6.5
62,-0.5,4.114
103,-0.5,10
52,-0.5,4.5
38,-0.5,3
34,-0.5,3
70,-0.5,4.1675
55,-0.5,7
56,-0.5,4.128
80,-0.5,9
50,-0.5,4.11
81,-0.5,4.5
59,-0.5,4.1465
55,-0.5,4.115
85,-0.5,4.1285212
78,-0.5,4.106
81,-0.5,6
45,-0.5,3
64,-0.5,4.113617434
44,-0.5,4.12
47,-0.5,2
54,-0.5,6
27,-0.5,1
88,-0.5,10
61,-0.5,7
60,-0.5,4.12
3156,-0.5,4.05
55,-0.5,5
69,-0.5,8
61,-0.5,4.125
75,-0.5,4.111
58,-0.5,6
90,-0.5,9.6
13,-0.5,0.5
56,-0.5,4.106
52,-0.5,4.1
40,-0.5,2
102,-0.5,6
73,-0.5,4.11
59,-0.5,4.12
57,-0.5,4.13
47,-0.5,5
82,-0.5,9
51,-0.5,4.13
68,-0.5,4.1135654
51,-0.5,4.111
61,-0.5,4
68,-0.5,4.5
36,-0.5,3
67,-0.5,4.1177
59,-0.5,4.12
89,-0.5,5
39,-0.5,2
56,-0.5,4.1
48,-0.5,4
82,-0.5,8
63,-0.5,5
48,-0.5,4.48
45,-0.5,4
48,-0.5,4.12
35,-0.5,2
64,-0.5,4.117
74,-0.5,5
65,-0.5,4.1132
65,-0.5,5
55,-0.5,4
4,-0.5,1
9,-0.5,0.4
62,-0.5,4.18
71,-0.5,8
52,-0.5,3.75
72,-0.5,4.117
67,-0.5,4.113566
90,-0.5,10
59,-0.5,4.6
47,-0.5,3
52,-0.5,2.9
54,-0.5,7
38,-0.5,2.8
65,-0.5,7.5
73,-0.5,6
62,-0.5,7
92,-0.5,9
56,-0.5,4.12
71,-0.5,6
79,-0.5,6
54,-0.5,4.128521
62,-0.5,4.116
104,-0.5,10
53,-0.5,4.118
41,-0.5,3
55,-0.5,4.1
112,-0.5,4
70,-0.5,4.085
78,-0.5,6
87,-0.5,4
62,-0.5,7.2
72,-0.5,6
70,-0.5,6
61,-0.5,4.12
56,-0.5,4.11718
66,-0.5,6.9
58,-0.5,4.112
76,-0.5,8
52,-0.5,4.1
49,-0.5,3.8
64,-0.5,4.15
78,-0.5,6
54,-0.5,4.18
65,-0.5,4.2
66,-0.5,6
64,-0.5,6
48,-0.5,3.55
52,-0.5,5
39,-0.5,3
38,-0.5,2.36
77,-0.5,9
89,-0.5,10
55,-0.5,7
81,-0.5,10
55,-0.5,5
59,-0.5,4.11
56,-0.5,4.12
58,-0.5,4.142
53,-0.5,4.112
65,-0.5,6
9,-0.5,0.5
52,-0.5,4.11
71,-0.5,8
44,-0.5,3
52,-0.5,4.115
46,-0.5,4.11395
42,-0.5,4
101,-0.5,10
69,-0.5,4.097
38,-0.5,2.5
68,-0.5,9
69,-0.5,4.15
74,-0.5,4.1
45,-0.5,2
56,-0.5,3.5
48,-0.5,5
70,-0.5,4.2
82,-0.5,8
51,-0.5,4.16
89,-0.5,4.17
74,-0.5,4.2
55,-0.5,4.4
70,-0.5,4.2
92,-0.5,8
69,-0.5,4.105
48,-0.5,4
41,-0.5,2.44
42,-0.5,4.117
52,-0.5,4.04893373
75,-0.5,4.1135655
52,-0.5,4
100,-0.5,10
57,-0.5,4.15
54,-0.5,4.11228
84,-0.5,8
69,-0.5,6
66,-0.5,5.5
47,-0.5,2
17,-0.5,1
64,-0.5,4.1137
9,-0.5,1
114,-0.5,9
51,-0.5,4.111
80,-0.5,3
52,-0.5,4.11355
53,-0.5,3.9
56,-0.5,2.5
32,-0.5,2.6
63,-0.5,4
65,-0.5,4
48,-0.5,2.3
55,-0.5,4.11361745
73,-0.5,5
46,-0.5,4
109,-0.5,4.16
44,-0.5,3
78,-0.5,10
47,-0.5,3
43,-0.5,2.5
52,-0.5,4
30,-0.5,3
44,-0.5,4
41,-0.5,4.15
53,-0.5,4.1
91,-0.5,10
54,-0.5,6
76,-0.5,5
50,-0.5,4.13364
47,-0.5,4.113
62,-0.5,5
78,-0.5,5.5
6,-0.5,1.5
43,-0.5,4.13
121,-0.5,4.1135
67,-0.5,4.5
62,-0.5,5
59,-0.5,4
51,-0.5,4
46,-0.5,4.08
58,-0.5,3.8
70,-0.5,7
51,-0.5,4.1162
62,-0.5,4.11361736
70,-0.5,8.5
84,-0.5,4.11
83,-0.5,4.1
60,-0.5,4.1
61,-0.5,6.6
50,-0.5,3
52,-0.5,2
56,-0.5,4
73,-0.5,5
80,-0.5,3.78
72,-0.5,4.12858
62,-0.5,5
71,-0.5,8
54,-0.5,3
38,-0.5,2
68,-0.5,4.11
12,-0.5,1
52,-0.5,6
70,-0.5,6
59,-0.5,4.05
48,-0.5,4.18
50,-0.5,3
59,-0.5,4
73,-0.5,4.6
40,-0.5,2.8
58,-0.5,4.108026
82,-0.5,4.6
100,-0.5,2.896
71,-0.5,4.14
67,-0.5,4.145
67,-0.5,7.5
72,-0.5,6
59,-0.5,9
43,-0.5,4.107
51,-0.5,4.12
59,-0.5,4
65,-0.5,4
59,-0.5,6
58,-0.5,6.5
60,-0.5,5
84,-0.5,4.122
46,-0.5,2.3
44,-0.5,3.8
82,-0.5,6.5
54,-0.5,2.4
76,-0.5,8
45,-0.5,4.11
64,-0.5,4.111
51,-0.5,3
46,-0.5,2.4
41,-0.5,3
67,-0.5,9
40,-0.5,2
45,-0.5,5
52,-0.5,4.1097
63,-0.5,4.2
51,-0.5,4.14811
88,-0.5,9.8
41,-0.5,3
56,-0.5,4.048933729
45,-0.5,2.2
48,-0.5,4.2
39,-0.5,4.3
59,-0.5,5
57,-0.5,4
59,-0.5,5
55,-0.5,4.17
59,-0.5,5.5
48,-0.5,4.15
75,-0.5,4.5
71,-0.5,4.12
53,-0.5,5
85,-0.5,9
88,-0.5,8
65,-0.5,4.46
57,-0.5,5
79,-0.5,5.5
56,-0.5,4.5
39,-0.5,3
98,-0.5,10
67,-0.5,5
100,-0.5,8.7
49,-0.5,4.112267
57,-0.5,4.112268
82,-0.5,7.5
97,-0.5,3.9
74,-0.5,5
60,-0.5,4.1139
75,-0.5,4.085015
65,-0.5,4.05
37,-0.5,2.9
69,-0.5,4.113891
46,-0.5,4.1173
70,-0.5,7
45,-0.5,3
65,-0.5,4.16
71,-0.5,4
39,-0.5,4.15
63,-0.5,4.18
55,-0.5,4.112
69,-0.5,5
39,-0.5,2
62,-0.5,5
141,-0.5,8
54,-0.5,4.127
93,-0.5,4.6
37,-0.5,3.75
5,-0.5,1
48,-0.5,4.03
63,-0.5,4.115
48,-0.5,4.1
139,-0.5,10
64,-0.5,4.14
38,-0.5,3
107,-0.5,7
49,-0.5,3
56,-0.5,4.06
79,-0.5,8.5
70,-0.5,6
132,-0.5,5
64,-0.5,4.128522
58,-0.5,4
50,-0.5,4
70,-0.5,9
82,-0.5,8
86,-0.5,4.128218
44,-0.5,4
65,-0.5,4.1
74,-0.5,4.1148
43,-0.5,2
49,-0.5,4.136
56,-0.5,4.18
77,-0.5,8
58,-0.5,4.2
64,-0.5,4
